Anthology Publication Year,Anthology Type,Anthology Title,Collection Type,Source Title,Source Genre,Original Publication Year,Publication Decade,Author,Author Birth Year,Author Birth Decade,Author Gender,Anthology Section Header,Anthology Edition,Anthology Editors
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Prologue from Invisible Man,Short Story,,0s,Ralph Ellison,1914,1910s,Male,Response: Voices of African American Tradition and Modernism,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Long Black Song,Short Story,1938,1930s,Richard Wright,1908,1900s,Male,Response: Voices of the Reformation,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Long Black Song,Short Story,1938,1930s,Richard Wright,1908,1900s,Male,"Realism, Naturalism, Modernsim - 1940 - 1960 ",1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Man Who Lived Underground,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,"Realism, Naturalism, Modernsim - 1940 - 1960 ",1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Miss Cynthie,Short Story,1933,1930s,Rudolph Fisher,1897,1890s,Male,Response: Voices of the Harlem Renaissance,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The City of Refuge,Short Story,1925,1920s,Rudolph Fisher,1897,1890s,Male,Harlem Renaissance - 1919 - 1940 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Atlantis: Model 1924,Short Story,1995,1990s,Samuel R. Delany,1942,1940s,Male,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Tell Martha Not to Moan,Short Story,1967,1960s,Sherley Anne Williams,1944,1940s,Female,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Quilting on the Rebound,Short Story,1991,1990s,Terry McMillan,1951,1950s,Female,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Raymond's Run,Short Story,1972,1970s,Toni Cade Bambara,1939,1930s,Female,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Mulatto,Short Story,1837,1830s,Victor Sejour,1817,1810s,Male,The Literature of Slavery and Freedom - 1746 - 1865,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Spunk,Short Story,1925,1920s,Zora Neale Hurston,1891,1890s,Female,Response: Voices of the Harlem Renaissance,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Sweat,Short Story,1926,1920s,Zora Neale Hurston,1891,1890s,Female,Response: Voices of the Harlem Renaissance,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Sweat,Short Story,1926,1920s,Zora Neale Hurston,1891,1890s,Female,Harlem Renaissance - 1919 - 1940 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Gilded Six-Bit,Short Story,1933,1930s,Zora Neale Hurston,1891,1890s,Female,Harlem Renaissance - 1919 - 1940 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,Sister Josepha,Short Story,1899,1890s,Alice Dunbar Nelson,1875,1870s,Female,"Regional Voices, National Voices",3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Norton Anthology of American Literature, Vol. 2 (1998)",Chronological,Everyday Use,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,Vol. 2,,Nina Baym
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,Nineteen Fifty-Five,Short Story,1981,1980s,Alice Walker,1944,1940s,Female,Vol. 2,3rd Ed,Paul Lauter
1998,Special Topics - General,Literature Across Cultures,Theme,Roselily,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,II. Gender and Identity ,,Sheena Gillespie; Terezinha Fonseca; Carol Sanger
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,The Witness,Short Story,1971,1970s,Ann Petry,1911,1910s,Female,Contemporary Period: 1945 to the Present ,3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,Po' Sandy,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Regional Voices, National Voices",3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Regional Voices, National Voices",3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Norton Anthology of American Literature, Vol. 2 (1998)",Chronological,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Vol. 2,,Nina Baym
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,The Passing of Grandison,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Regional Voices, National Voices",3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Norton Anthology of American Literature, Vol. 2 (1998)",Chronological,The Wife of His Youth,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Vol. 2,,Nina Baym
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,The Sky is Gray,Short Story,1963,1960s,Ernest Gaines,1933,1930s,Male,Vol. 2,3rd Ed,Paul Lauter
1998,Special Topics - General,Literature Across Cultures,Theme,The Sky is Gray,Short Story,1963,1960s,Ernest Gaines,1933,1930s,Male,I. Origins and Insights,2nd Ed,Sheena Gillespie; Terezinha Fonseca; Carol Sanger
1998,Comprehensive American Collection ,"The Norton Anthology of American Literature, Vol. 2 (1998)",Chronological,Going to Meet the Man,Short Story,1965,1960s,James Baldwin,1924,1920s,Male,Vol. 2,,Nina Baym
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,Vol. 2,3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,Valaida,Short Story,1992,1990s,John Edgar Wideman,1941,1940s,Male,Vol. 2,3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,Big Meeting,Short Story,1935,1930s,Langston Hughes,1902,1900s,Male,The New Negro Renaissance,3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,"Mr. Cornelius Johnson, Office-Seeker",Short Story,1899,1890s,Paul Laurence Dunbar,1872,1870s,Male,"Regional Voices, National Voices",3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,"To Da-duh, in Memoriam",Short Story,1967,1960s,Paule Marshall,1929,1920s,Female,Vol. 2,3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,A Party Down at the Square,Short Story,1997,1990s,Ralph Ellison,1914,1910s,Male,Contemporary Period: 1945 to the Present ,3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Norton Anthology of American Literature, Vol. 2 (1998)",Chronological,Battle Royal (From Invisible Man),Short Story,1947,1940s,Ralph Ellison,1914,1910s,Male,Vol. 2,,Nina Baym
1998,Special Topics - General,Literature Across Cultures,Theme,Battle Royal (From Invisible Man),Short Story,1944,1940s,Ralph Ellison,1914,1910s,Male,III. War and Violence,,Sheena Gillespie; Terezinha Fonseca; Carol Sanger
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,Flying Home,Short Story,1944,1940s,Ralph Ellison,1914,1910s,Male,Contemporary Period: 1945 to the Present ,3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Norton Anthology of American Literature, Vol. 2 (1998)",Chronological,Invisible Man - Prologue ,Short Story,,0s,Ralph Ellison,1914,1910s,Male,Vol. 2,,Nina Baym
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,Bright and Morning Star,Short Story,1938,1930s,Richard Wright,1908,1900s,Male,Issues and Visions in Modern America,3rd Ed,Paul Lauter
1998,Short Story General Collection,The Best American Short Stories of the Century,Alphabetical,Bright and Morning Star,Short Story,1938,1930s,Richard Wright,1908,1900s,Male,,1st Ed,John Updike; Katrina Kenison;
1998,Comprehensive American Collection ,"The Norton Anthology of American Literature, Vol. 2 (1998)",Chronological,The Man Who Was Almost a Man,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,Vol. 2,,Nina Baym
1998,Comprehensive American Collection ,"The Norton Anthology of American Literature, Vol. 2 (1998)",Chronological,Medley,Short Story,1977,1970s,Toni Cade Bambara,1939,1930s,Female,Vol. 2,,Nina Baym
1998,Special Topics - General,Literature Across Cultures,Theme,The Lesson,Short Story,1972,1970s,Toni Cade Bambara,1939,1930s,Female,IV. Race and Difference ,,Sheena Gillespie; Terezinha Fonseca; Carol Sanger
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,Sweat,Short Story,1926,1920s,Zora Neale Hurston,1891,1890s,Female,The New Negro Renaissance,3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1998)",Chronological,The Gilded Six-Bit,Short Story,1933,1930s,Zora Neale Hurston,1891,1890s,Female,The New Negro Renaissance,3rd Ed,Paul Lauter
1998,Comprehensive American Collection ,"The Norton Anthology of American Literature, Vol. 2 (1998)",Chronological,The Gilded Six-Bit,Short Story,1933,1930s,Zora Neale Hurston,1891,1890s,Female,Vol. 2,,Nina Baym
1999,Short Story General Collection,The Scribner Anthology of Contemporary Short Fiction: 50 North American Short Stories Since 1970 ,Alphabetical,Nineteen Fifty-Five,Short Story,1981,1980s,Alice Walker,1944,1940s,Female,,,"Michael A. Martone, Lex Williford"
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,Cross Crossings Cautiously,Short Story,1926,1920s,Anita Scott Coleman,1901,1900s,Female,Part Two: Fiction,,Sondra K. Wilson
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,The Eternal Quest,Short Story,1931,1930s,Anita Scott Coleman,1901,1900s,Female,Part Two: Fiction,,Sondra K. Wilson
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,The Boll Weevil Starts North- A Story,Short Story,,0s,Benjamin Young,,0s,Male,Part Two: Fiction,,Sondra K. Wilson
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,High Ball,Short Story,,0s,Claude McKay,1889,1880s,Male,Part Two: Fiction,,Sondra K. Wilson
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,The Typewriter,Short Story,1926,1920s,Dorothy West,1907,1900s,Female,Part Two: Fiction,,Sondra K. Wilson
1999,Short Story General Collection,The Scribner Anthology of Contemporary Short Fiction: 50 North American Short Stories Since 1970 ,Alphabetical,Marie,Short Story,1992,1990s,Edward P. Jones,1950,1950s,Male,,,"Michael A. Martone, Lex Williford"
1999,Short Story General Collection,The Art of the Story: an International Anthology of Contemporary Short Stories Â Â Â Â  ,Alphabetical,The First Day,Short Story,1992,1990s,Edward P. Jones,1950,1950s,Male,,1st Ed,Daniel Halpern
1999,Short Story General Collection,The Art of the Story: an International Anthology of Contemporary Short Stories Â Â Â Â  ,Alphabetical,Night Women,Short Story,1995,1990s,Edwidge Danticat,1969,1960s,Female,,1st Ed,Daniel Halpern
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,A Cholo Romance,Short Story,1924,1920s,Eric Walrond,1898,1890s,Male,Part Two: Fiction,,Sondra K. Wilson
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,Cynthia Goes to the Prom,Short Story,,0s,Eric Walrond,1898,1890s,Male,Part Two: Fiction,,Sondra K. Wilson
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,On Being a Domestic,Short Story,,0s,Eric Walrond,1898,1890s,Male,Part Two: Fiction,,Sondra K. Wilson
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,The Stone Rebounds,Short Story,,0s,Eric Walrond,1898,1890s,Male,Part Two: Fiction,,Sondra K. Wilson
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,The Voodoo's Revenge,Short Story,,0s,Eric Walrond,1898,1890s,Male,Part Two: Fiction,,Sondra K. Wilson
1999,Special Topics - Black Literature Collection,The Opportunity Reader,Alphabetical,Vignettes of the Dusk,Short Story,,0s,Eric Walrond,1898,1890s,Male,Part Two: Fiction,,Sondra K. Wilson
